tracker;day;work_start_date;work_start_hour;work_finish_date;work_finish_hour
Forklift 98 T5;7 August Sunday;07.08.2022;17:28;07.08.2022;23:57
Forklift 98 T5;8 August Monday;08.08.2022;00:03;08.08.2022;23:55
Forklift 98 T5;9 August Tuesday;09.08.2022;00:05;09.08.2022;23:59
Forklift 98 T5;10 August Wednesday;10.08.2022;00:00;10.08.2022;23:59
Forklift 98 T5;11 August Thursday;11.08.2022;00:00;11.08.2022;23:59
Forklift 98 T5;12 August Friday;12.08.2022;00:00;12.08.2022;23:42
Forklift 98 T5;13 August Saturday;13.08.2022;00:23;13.08.2022;23:59
Forklift 98 T5;14 August Sunday;14.08.2022;00:00;14.08.2022;23:59
Forklift 98 T5;15 August Monday;15.08.2022;00:00;15.08.2022;23:59
Forklift 98 T5;16 August Tuesday;16.08.2022;00:00;16.08.2022;23:59
Forklift 98 T5;17 August Wednesday;17.08.2022;00:01;17.08.2022;23:59
Forklift 98 T5;18 August Thursday;18.08.2022;00:00;18.08.2022;23:22
Forklift 98 T5;19 August Friday;19.08.2022;00:04;19.08.2022;07:43
Forklift 98 T5;22 August Monday;22.08.2022;09:09;22.08.2022;14:40
Forklift 98 T5;23 August Tuesday;23.08.2022;09:50;23.08.2022;23:58
Forklift 98 T5;24 August Wednesday;24.08.2022;00:00;24.08.2022;13:32
Forklift 98 T5;25 August Thursday;25.08.2022;15:34;25.08.2022;23:59
Forklift 98 T5;26 August Friday;26.08.2022;00:01;26.08.2022;23:59
Forklift 98 T5;27 August Saturday;27.08.2022;00:02;27.08.2022;23:57
Forklift 98 T5;28 August Sunday;28.08.2022;00:00;28.08.2022;23:59
Forklift 98 T5;29 August Monday;29.08.2022;00:00;29.08.2022;23:59
Forklift 98 T5;30 August Tuesday;30.08.2022;00:00;30.08.2022;23:59
Forklift 98 T5;31 August Wednesday;31.08.2022;00:00;31.08.2022;23:59
Forklift 107 T6;1 August Monday;01.08.2022;00:01;01.08.2022;23:49
Forklift 107 T6;2 August Tuesday;02.08.2022;00:07;02.08.2022;23:59
Forklift 107 T6;3 August Wednesday;03.08.2022;00:04;03.08.2022;23:58
Forklift 107 T6;4 August Thursday;04.08.2022;00:00;04.08.2022;23:59
Forklift 107 T6;5 August Friday;05.08.2022;00:00;05.08.2022;23:59
Forklift 107 T6;6 August Saturday;06.08.2022;00:00;06.08.2022;23:59
Forklift 107 T6;7 August Sunday;07.08.2022;00:00;07.08.2022;23:59
Forklift 107 T6;8 August Monday;08.08.2022;00:00;08.08.2022;23:59
Forklift 107 T6;9 August Tuesday;09.08.2022;00:00;09.08.2022;23:59
Forklift 107 T6;10 August Wednesday;10.08.2022;00:00;10.08.2022;23:59
Forklift 107 T6;11 August Thursday;11.08.2022;00:00;11.08.2022;23:59
Forklift 107 T6;12 August Friday;12.08.2022;00:09;12.08.2022;23:59
Forklift 107 T6;13 August Saturday;13.08.2022;00:00;13.08.2022;23:59
Forklift 107 T6;14 August Sunday;14.08.2022;00:00;14.08.2022;23:59
Forklift 107 T6;15 August Monday;15.08.2022;00:00;15.08.2022;23:59
Forklift 107 T6;16 August Tuesday;16.08.2022;00:00;16.08.2022;23:59
Forklift 107 T6;17 August Wednesday;17.08.2022;00:00;17.08.2022;23:58
Forklift 107 T6;18 August Thursday;18.08.2022;00:00;18.08.2022;23:59
Forklift 107 T6;19 August Friday;19.08.2022;00:01;19.08.2022;23:59
Forklift 107 T6;20 August Saturday;20.08.2022;00:00;20.08.2022;08:22
Forklift 107 T6;22 August Monday;22.08.2022;07:55;22.08.2022;14:26
Forklift 107 T6;24 August Wednesday;24.08.2022;11:01;24.08.2022;15:48
Forklift 107 T6;25 August Thursday;25.08.2022;07:58;25.08.2022;15:32
Forklift 107 T6;26 August Friday;26.08.2022;03:49;26.08.2022;23:59
Forklift 107 T6;27 August Saturday;27.08.2022;00:00;27.08.2022;23:51
Forklift 107 T6;28 August Sunday;28.08.2022;00:14;28.08.2022;16:38
Forklift 107 T6;29 August Monday;29.08.2022;09:41;29.08.2022;23:43
Forklift 107 T6;30 August Tuesday;30.08.2022;00:20;30.08.2022;23:41
Forklift 107 T6;31 August Wednesday;31.08.2022;00:24;31.08.2022;23:58
Forklift 186 T1;1 August Monday;01.08.2022;00:00;01.08.2022;23:59
Forklift 186 T1;2 August Tuesday;02.08.2022;00:00;02.08.2022;23:59
Forklift 186 T1;3 August Wednesday;03.08.2022;00:00;03.08.2022;23:59
Forklift 186 T1;4 August Thursday;04.08.2022;00:00;04.08.2022;23:59
Forklift 186 T1;5 August Friday;05.08.2022;00:00;05.08.2022;23:59
Forklift 186 T1;6 August Saturday;06.08.2022;00:00;06.08.2022;23:42
Forklift 186 T1;7 August Sunday;07.08.2022;00:13;07.08.2022;23:59
Forklift 186 T1;8 August Monday;08.08.2022;00:00;08.08.2022;23:59
Forklift 186 T1;9 August Tuesday;09.08.2022;00:00;09.08.2022;23:57
Forklift 186 T1;10 August Wednesday;10.08.2022;00:00;10.08.2022;23:59
Forklift 186 T1;11 August Thursday;11.08.2022;00:00;11.08.2022;23:59
Forklift 186 T1;12 August Friday;12.08.2022;00:00;12.08.2022;23:44
Forklift 186 T1;13 August Saturday;13.08.2022;00:15;13.08.2022;23:59
Forklift 186 T1;14 August Sunday;14.08.2022;00:01;14.08.2022;23:59
Forklift 186 T1;15 August Monday;15.08.2022;00:00;15.08.2022;23:59
Forklift 186 T1;16 August Tuesday;16.08.2022;00:00;16.08.2022;23:59
Forklift 186 T1;17 August Wednesday;17.08.2022;00:00;17.08.2022;23:59
Forklift 186 T1;18 August Thursday;18.08.2022;00:00;18.08.2022;15:37
Forklift 186 T1;19 August Friday;19.08.2022;07:47;19.08.2022;23:59
Forklift 186 T1;20 August Saturday;20.08.2022;00:00;20.08.2022;12:49
Forklift 186 T1;22 August Monday;22.08.2022;12:31;22.08.2022;13:13
Forklift 186 T1;23 August Tuesday;23.08.2022;07:34;23.08.2022;23:58
Forklift 186 T1;24 August Wednesday;24.08.2022;00:02;24.08.2022;23:58
Forklift 186 T1;25 August Thursday;25.08.2022;00:00;25.08.2022;14:28
Forklift 186 T1;26 August Friday;26.08.2022;07:28;26.08.2022;23:50
Forklift 186 T1;27 August Saturday;27.08.2022;00:13;27.08.2022;23:57
Forklift 186 T1;28 August Sunday;28.08.2022;00:00;28.08.2022;23:59
Forklift 186 T1;29 August Monday;29.08.2022;00:00;29.08.2022;23:59
Forklift 186 T1;30 August Tuesday;30.08.2022;00:00;30.08.2022;23:47
Forklift 186 T1;31 August Wednesday;31.08.2022;00:23;31.08.2022;23:45
Forklift 98 T5;1 September Thursday;01.09.2022;00:00;01.09.2022;23:59
Forklift 98 T5;2 September Friday;02.09.2022;00:00;02.09.2022;23:59
Forklift 98 T5;3 September Saturday;03.09.2022;00:00;03.09.2022;23:59
Forklift 98 T5;4 September Sunday;04.09.2022;00:00;04.09.2022;23:59
Forklift 98 T5;5 September Monday;05.09.2022;00:00;05.09.2022;23:59
Forklift 98 T5;6 September Tuesday;06.09.2022;00:00;06.09.2022;23:59
Forklift 98 T5;7 September Wednesday;07.09.2022;00:00;07.09.2022;23:57
Forklift 98 T5;8 September Thursday;08.09.2022;00:00;08.09.2022;23:59
Forklift 98 T5;9 September Friday;09.09.2022;00:00;09.09.2022;23:59
Forklift 98 T5;10 September Saturday;10.09.2022;00:00;10.09.2022;23:53
Forklift 98 T5;11 September Sunday;11.09.2022;00:00;11.09.2022;23:59
Forklift 98 T5;12 September Monday;12.09.2022;00:00;12.09.2022;23:59
Forklift 98 T5;13 September Tuesday;13.09.2022;00:01;13.09.2022;23:59
Forklift 98 T5;14 September Wednesday;14.09.2022;00:00;14.09.2022;23:59
Forklift 98 T5;15 September Thursday;15.09.2022;00:01;15.09.2022;23:59
Forklift 98 T5;16 September Friday;16.09.2022;00:00;16.09.2022;23:58
Forklift 98 T5;17 September Saturday;17.09.2022;00:00;17.09.2022;23:57
Forklift 98 T5;18 September Sunday;18.09.2022;00:01;18.09.2022;23:59
Forklift 98 T5;19 September Monday;19.09.2022;00:00;19.09.2022;23:59
Forklift 98 T5;20 September Tuesday;20.09.2022;00:01;20.09.2022;23:59
Forklift 98 T5;21 September Wednesday;21.09.2022;00:00;21.09.2022;23:59
Forklift 98 T5;22 September Thursday;22.09.2022;00:00;22.09.2022;23:59
Forklift 98 T5;23 September Friday;23.09.2022;00:00;23.09.2022;23:59
Forklift 98 T5;24 September Saturday;24.09.2022;00:00;24.09.2022;23:59
Forklift 98 T5;25 September Sunday;25.09.2022;00:00;25.09.2022;23:59
Forklift 98 T5;26 September Monday;26.09.2022;00:00;26.09.2022;23:59
Forklift 98 T5;27 September Tuesday;27.09.2022;00:00;27.09.2022;23:59
Forklift 98 T5;28 September Wednesday;28.09.2022;00:00;28.09.2022;23:55
Forklift 98 T5;29 September Thursday;29.09.2022;00:00;29.09.2022;23:59
Forklift 98 T5;30 September Friday;30.09.2022;00:00;30.09.2022;23:59
Forklift 107 T6;1 September Thursday;01.09.2022;00:00;01.09.2022;23:55
Forklift 107 T6;2 September Friday;02.09.2022;00:04;02.09.2022;23:39
Forklift 107 T6;3 September Saturday;03.09.2022;00:27;03.09.2022;23:59
Forklift 107 T6;4 September Sunday;04.09.2022;00:00;04.09.2022;23:59
Forklift 107 T6;5 September Monday;05.09.2022;00:00;05.09.2022;23:59
Forklift 107 T6;6 September Tuesday;06.09.2022;00:00;06.09.2022;23:45
Forklift 107 T6;7 September Wednesday;07.09.2022;00:32;07.09.2022;23:59
Forklift 107 T6;8 September Thursday;08.09.2022;00:00;08.09.2022;23:59
Forklift 107 T6;9 September Friday;09.09.2022;00:01;09.09.2022;23:59
Forklift 107 T6;10 September Saturday;10.09.2022;00:00;10.09.2022;23:59
Forklift 107 T6;11 September Sunday;11.09.2022;00:00;11.09.2022;23:59
Forklift 107 T6;12 September Monday;12.09.2022;00:00;12.09.2022;23:59
Forklift 107 T6;13 September Tuesday;13.09.2022;00:00;13.09.2022;23:59
Forklift 107 T6;14 September Wednesday;14.09.2022;00:00;14.09.2022;23:59
Forklift 107 T6;15 September Thursday;15.09.2022;00:00;15.09.2022;23:59
Forklift 107 T6;16 September Friday;16.09.2022;00:00;16.09.2022;23:59
Forklift 107 T6;17 September Saturday;17.09.2022;00:00;17.09.2022;18:27
Forklift 107 T6;22 September Thursday;22.09.2022;16:07;22.09.2022;23:59
Forklift 107 T6;23 September Friday;23.09.2022;00:00;23.09.2022;23:59
Forklift 107 T6;24 September Saturday;24.09.2022;00:00;24.09.2022;20:25
Forklift 107 T6;25 September Sunday;25.09.2022;04:58;25.09.2022;23:59
Forklift 107 T6;26 September Monday;26.09.2022;00:00;26.09.2022;23:59
Forklift 107 T6;27 September Tuesday;27.09.2022;00:00;27.09.2022;23:59
Forklift 107 T6;28 September Wednesday;28.09.2022;00:00;28.09.2022;23:48
Forklift 107 T6;29 September Thursday;29.09.2022;00:12;29.09.2022;23:59
Forklift 107 T6;30 September Friday;30.09.2022;00:02;30.09.2022;23:53
Forklift 186 T1;1 September Thursday;01.09.2022;00:00;01.09.2022;23:44
Forklift 186 T1;2 September Friday;02.09.2022;00:17;02.09.2022;23:54
Forklift 186 T1;3 September Saturday;03.09.2022;00:18;03.09.2022;23:44
Forklift 186 T1;4 September Sunday;04.09.2022;00:14;04.09.2022;23:56
Forklift 186 T1;5 September Monday;05.09.2022;00:02;05.09.2022;23:41
Forklift 186 T1;6 September Tuesday;06.09.2022;00:20;06.09.2022;23:59
Forklift 186 T1;7 September Wednesday;07.09.2022;00:00;07.09.2022;23:48
Forklift 186 T1;8 September Thursday;08.09.2022;00:14;08.09.2022;23:52
Forklift 186 T1;9 September Friday;09.09.2022;00:12;09.09.2022;23:59
Forklift 186 T1;10 September Saturday;10.09.2022;00:00;10.09.2022;23:57
Forklift 186 T1;11 September Sunday;11.09.2022;00:02;11.09.2022;23:55
Forklift 186 T1;12 September Monday;12.09.2022;00:15;12.09.2022;23:39
Forklift 186 T1;13 September Tuesday;13.09.2022;00:10;13.09.2022;23:56
Forklift 186 T1;14 September Wednesday;14.09.2022;00:01;14.09.2022;23:44
Forklift 186 T1;15 September Thursday;15.09.2022;00:11;15.09.2022;23:57
Forklift 186 T1;16 September Friday;16.09.2022;00:04;16.09.2022;23:43
Forklift 186 T1;17 September Saturday;17.09.2022;00:13;17.09.2022;23:54
Forklift 186 T1;18 September Sunday;18.09.2022;00:18;18.09.2022;23:44
Forklift 186 T1;19 September Monday;19.09.2022;00:23;19.09.2022;23:49
Forklift 186 T1;20 September Tuesday;20.09.2022;00:17;20.09.2022;23:58
Forklift 186 T1;21 September Wednesday;21.09.2022;00:00;21.09.2022;23:58
Forklift 186 T1;22 September Thursday;22.09.2022;00:08;22.09.2022;23:59
Forklift 186 T1;23 September Friday;23.09.2022;00:00;23.09.2022;23:56
Forklift 186 T1;24 September Saturday;24.09.2022;00:12;24.09.2022;23:59
Forklift 186 T1;25 September Sunday;25.09.2022;00:00;25.09.2022;23:54
Forklift 186 T1;26 September Monday;26.09.2022;00:10;26.09.2022;23:59
Forklift 186 T1;27 September Tuesday;27.09.2022;00:00;27.09.2022;23:47
Forklift 186 T1;28 September Wednesday;28.09.2022;00:19;28.09.2022;23:59
Forklift 186 T1;29 September Thursday;29.09.2022;00:02;29.09.2022;23:59
Forklift 186 T1;30 September Friday;30.09.2022;00:00;30.09.2022;23:59
Forklift 98 T5;1 October Saturday;01.10.2022;00:00;01.10.2022;23:59
Forklift 98 T5;2 October Sunday;02.10.2022;00:00;02.10.2022;23:59
Forklift 98 T5;3 October Monday;03.10.2022;00:00;03.10.2022;23:59
Forklift 98 T5;4 October Tuesday;04.10.2022;00:00;04.10.2022;23:59
Forklift 98 T5;5 October Wednesday;05.10.2022;00:00;05.10.2022;23:59
Forklift 98 T5;6 October Thursday;06.10.2022;00:00;06.10.2022;23:59
Forklift 98 T5;7 October Friday;07.10.2022;00:00;07.10.2022;23:59
Forklift 98 T5;8 October Saturday;08.10.2022;00:00;08.10.2022;23:59
Forklift 98 T5;9 October Sunday;09.10.2022;00:00;09.10.2022;23:59
Forklift 98 T5;10 October Monday;10.10.2022;00:00;10.10.2022;23:58
Forklift 98 T5;11 October Tuesday;11.10.2022;00:01;11.10.2022;23:59
Forklift 98 T5;12 October Wednesday;12.10.2022;00:00;12.10.2022;23:59
Forklift 98 T5;13 October Thursday;13.10.2022;00:00;13.10.2022;23:59
Forklift 98 T5;14 October Friday;14.10.2022;00:00;14.10.2022;23:59
Forklift 98 T5;15 October Saturday;15.10.2022;00:00;15.10.2022;23:59
Forklift 98 T5;16 October Sunday;16.10.2022;00:00;16.10.2022;23:59
Forklift 98 T5;17 October Monday;17.10.2022;00:00;17.10.2022;23:59
Forklift 98 T5;18 October Tuesday;18.10.2022;00:00;18.10.2022;23:59
Forklift 98 T5;19 October Wednesday;19.10.2022;00:00;19.10.2022;23:59
Forklift 98 T5;20 October Thursday;20.10.2022;00:00;20.10.2022;23:59
Forklift 98 T5;21 October Friday;21.10.2022;00:00;21.10.2022;23:59
Forklift 98 T5;22 October Saturday;22.10.2022;00:00;22.10.2022;23:59
Forklift 98 T5;23 October Sunday;23.10.2022;00:00;23.10.2022;23:59
Forklift 98 T5;24 October Monday;24.10.2022;00:00;24.10.2022;23:59
Forklift 98 T5;25 October Tuesday;25.10.2022;00:00;25.10.2022;23:57
Forklift 98 T5;26 October Wednesday;26.10.2022;00:03;26.10.2022;23:54
Forklift 98 T5;27 October Thursday;27.10.2022;00:21;27.10.2022;23:59
Forklift 98 T5;28 October Friday;28.10.2022;00:00;28.10.2022;23:57
Forklift 98 T5;29 October Saturday;29.10.2022;00:01;29.10.2022;11:18
Forklift 98 T5;31 October Monday;31.10.2022;13:56;31.10.2022;13:56
Forklift 107 T6;1 October Saturday;01.10.2022;00:11;01.10.2022;23:59
Forklift 107 T6;2 October Sunday;02.10.2022;00:01;02.10.2022;23:59
Forklift 107 T6;3 October Monday;03.10.2022;00:00;03.10.2022;23:48
Forklift 107 T6;4 October Tuesday;04.10.2022;00:54;04.10.2022;23:59
Forklift 107 T6;5 October Wednesday;05.10.2022;00:00;05.10.2022;17:28
Forklift 107 T6;6 October Thursday;06.10.2022;10:57;06.10.2022;22:04
Forklift 107 T6;7 October Friday;07.10.2022;04:06;07.10.2022;21:32
Forklift 107 T6;10 October Monday;10.10.2022;12:34;10.10.2022;13:52
Forklift 107 T6;11 October Tuesday;11.10.2022;07:15;11.10.2022;23:59
Forklift 107 T6;12 October Wednesday;12.10.2022;00:00;12.10.2022;23:59
Forklift 107 T6;13 October Thursday;13.10.2022;00:00;13.10.2022;23:57
Forklift 107 T6;14 October Friday;14.10.2022;00:03;14.10.2022;23:59
Forklift 107 T6;15 October Saturday;15.10.2022;00:00;15.10.2022;23:59
Forklift 107 T6;16 October Sunday;16.10.2022;00:00;16.10.2022;23:59
Forklift 107 T6;17 October Monday;17.10.2022;00:00;17.10.2022;23:59
Forklift 107 T6;18 October Tuesday;18.10.2022;00:00;18.10.2022;23:58
Forklift 107 T6;19 October Wednesday;19.10.2022;00:00;19.10.2022;23:42
Forklift 107 T6;20 October Thursday;20.10.2022;00:26;20.10.2022;23:59
Forklift 107 T6;21 October Friday;21.10.2022;00:00;21.10.2022;23:58
Forklift 107 T6;22 October Saturday;22.10.2022;00:04;22.10.2022;23:59
Forklift 107 T6;23 October Sunday;23.10.2022;00:00;23.10.2022;23:59
Forklift 107 T6;24 October Monday;24.10.2022;00:02;24.10.2022;23:59
Forklift 107 T6;25 October Tuesday;25.10.2022;00:00;25.10.2022;23:59
Forklift 107 T6;26 October Wednesday;26.10.2022;00:00;26.10.2022;23:59
Forklift 107 T6;27 October Thursday;27.10.2022;00:00;27.10.2022;23:59
Forklift 107 T6;28 October Friday;28.10.2022;00:00;28.10.2022;23:59
Forklift 107 T6;29 October Saturday;29.10.2022;00:00;29.10.2022;23:59
Forklift 107 T6;30 October Sunday;30.10.2022;00:00;30.10.2022;23:56
Forklift 107 T6;31 October Monday;31.10.2022;00:02;31.10.2022;23:59
Forklift 185 T3;7 October Friday;07.10.2022;13:47;07.10.2022;23:56
Forklift 185 T3;8 October Saturday;08.10.2022;00:03;08.10.2022;23:47
Forklift 185 T3;9 October Sunday;09.10.2022;00:09;09.10.2022;23:59
Forklift 185 T3;10 October Monday;10.10.2022;00:00;10.10.2022;23:57
Forklift 185 T3;11 October Tuesday;11.10.2022;00:00;11.10.2022;23:54
Forklift 185 T3;12 October Wednesday;12.10.2022;00:23;12.10.2022;23:58
Forklift 185 T3;13 October Thursday;13.10.2022;00:17;13.10.2022;23:47
Forklift 185 T3;14 October Friday;14.10.2022;00:20;14.10.2022;23:54
Forklift 185 T3;15 October Saturday;15.10.2022;00:03;15.10.2022;23:58
Forklift 185 T3;16 October Sunday;16.10.2022;00:00;16.10.2022;23:58
Forklift 185 T3;17 October Monday;17.10.2022;00:00;17.10.2022;23:59
Forklift 185 T3;18 October Tuesday;18.10.2022;00:00;18.10.2022;23:58
Forklift 185 T3;19 October Wednesday;19.10.2022;00:03;19.10.2022;23:56
Forklift 185 T3;20 October Thursday;20.10.2022;00:07;20.10.2022;23:59
Forklift 185 T3;21 October Friday;21.10.2022;00:00;21.10.2022;23:58
Forklift 185 T3;22 October Saturday;22.10.2022;00:03;22.10.2022;23:57
Forklift 185 T3;23 October Sunday;23.10.2022;00:02;23.10.2022;23:56
Forklift 185 T3;24 October Monday;24.10.2022;00:00;24.10.2022;23:43
Forklift 185 T3;25 October Tuesday;25.10.2022;00:10;25.10.2022;23:59
Forklift 185 T3;26 October Wednesday;26.10.2022;00:00;26.10.2022;23:57
Forklift 185 T3;27 October Thursday;27.10.2022;00:00;27.10.2022;23:51
Forklift 185 T3;28 October Friday;28.10.2022;00:08;28.10.2022;23:59
Forklift 185 T3;29 October Saturday;29.10.2022;00:01;29.10.2022;23:56
Forklift 185 T3;30 October Sunday;30.10.2022;00:23;30.10.2022;23:59
Forklift 185 T3;31 October Monday;31.10.2022;00:22;31.10.2022;23:59
Forklift 186 T1;1 October Saturday;01.10.2022;00:00;01.10.2022;23:59
Forklift 186 T1;2 October Sunday;02.10.2022;00:00;02.10.2022;23:59
Forklift 186 T1;3 October Monday;03.10.2022;00:00;03.10.2022;23:59
Forklift 186 T1;4 October Tuesday;04.10.2022;00:00;04.10.2022;23:59
Forklift 186 T1;5 October Wednesday;05.10.2022;00:00;05.10.2022;23:59
Forklift 186 T1;6 October Thursday;06.10.2022;00:00;06.10.2022;23:59
Forklift 186 T1;7 October Friday;07.10.2022;00:00;07.10.2022;23:59
Forklift 186 T1;8 October Saturday;08.10.2022;00:00;08.10.2022;23:59
Forklift 186 T1;9 October Sunday;09.10.2022;00:00;09.10.2022;23:45
Forklift 186 T1;10 October Monday;10.10.2022;00:19;10.10.2022;23:59
Forklift 186 T1;11 October Tuesday;11.10.2022;00:00;11.10.2022;23:59
Forklift 186 T1;12 October Wednesday;12.10.2022;00:00;12.10.2022;23:59
Forklift 186 T1;13 October Thursday;13.10.2022;00:00;13.10.2022;23:59
Forklift 186 T1;14 October Friday;14.10.2022;00:04;14.10.2022;23:59
Forklift 186 T1;15 October Saturday;15.10.2022;00:00;15.10.2022;23:58
Forklift 186 T1;16 October Sunday;16.10.2022;00:00;16.10.2022;23:59
Forklift 186 T1;17 October Monday;17.10.2022;00:00;17.10.2022;23:59
Forklift 186 T1;18 October Tuesday;18.10.2022;00:00;18.10.2022;23:57
Forklift 186 T1;19 October Wednesday;19.10.2022;00:13;19.10.2022;23:52
Forklift 186 T1;20 October Thursday;20.10.2022;00:14;20.10.2022;23:59
Forklift 186 T1;21 October Friday;21.10.2022;00:00;21.10.2022;23:57
Forklift 186 T1;22 October Saturday;22.10.2022;00:15;22.10.2022;23:59
Forklift 186 T1;23 October Sunday;23.10.2022;00:00;23.10.2022;23:59
Forklift 186 T1;24 October Monday;24.10.2022;00:00;24.10.2022;23:29
Forklift 186 T1;25 October Tuesday;25.10.2022;00:10;25.10.2022;23:45
Forklift 186 T1;26 October Wednesday;26.10.2022;00:10;26.10.2022;23:59
Forklift 186 T1;27 October Thursday;27.10.2022;00:00;27.10.2022;23:55
Forklift 186 T1;28 October Friday;28.10.2022;00:01;28.10.2022;23:58
Forklift 186 T1;29 October Saturday;29.10.2022;00:00;29.10.2022;23:47
Forklift 186 T1;30 October Sunday;30.10.2022;00:01;30.10.2022;23:59
Forklift 186 T1;31 October Monday;31.10.2022;00:00;31.10.2022;23:59
Forklift 98 T5;4 November Friday;04.11.2022;00:31;04.11.2022;00:49
Forklift 98 T5;12 November Saturday;12.11.2022;14:22;12.11.2022;23:33
Forklift 98 T5;13 November Sunday;13.11.2022;00:00;13.11.2022;11:00
Forklift 98 T5;14 November Monday;14.11.2022;13:29;14.11.2022;23:59
Forklift 98 T5;15 November Tuesday;15.11.2022;00:00;15.11.2022;23:59
Forklift 98 T5;16 November Wednesday;16.11.2022;00:00;16.11.2022;23:59
Forklift 98 T5;17 November Thursday;17.11.2022;00:00;17.11.2022;23:59
Forklift 98 T5;18 November Friday;18.11.2022;00:00;18.11.2022;23:59
Forklift 98 T5;19 November Saturday;19.11.2022;00:00;19.11.2022;23:59
Forklift 98 T5;20 November Sunday;20.11.2022;00:00;20.11.2022;23:59
Forklift 98 T5;21 November Monday;21.11.2022;00:00;21.11.2022;23:55
Forklift 98 T5;22 November Tuesday;22.11.2022;00:05;22.11.2022;23:56
Forklift 98 T5;23 November Wednesday;23.11.2022;00:03;23.11.2022;23:58
Forklift 98 T5;24 November Thursday;24.11.2022;00:01;24.11.2022;23:59
Forklift 98 T5;25 November Friday;25.11.2022;00:00;25.11.2022;23:59
Forklift 98 T5;26 November Saturday;26.11.2022;00:00;26.11.2022;23:59
Forklift 98 T5;27 November Sunday;27.11.2022;00:00;27.11.2022;23:59
Forklift 98 T5;28 November Monday;28.11.2022;00:00;28.11.2022;23:59
Forklift 98 T5;29 November Tuesday;29.11.2022;00:00;29.11.2022;23:59
Forklift 98 T5;30 November Wednesday;30.11.2022;00:00;30.11.2022;23:59
Forklift 107 T6;1 November Tuesday;01.11.2022;00:05;01.11.2022;23:59
Forklift 107 T6;2 November Wednesday;02.11.2022;00:00;02.11.2022;23:59
Forklift 107 T6;3 November Thursday;03.11.2022;00:00;03.11.2022;23:59
Forklift 107 T6;4 November Friday;04.11.2022;00:00;04.11.2022;23:58
Forklift 107 T6;5 November Saturday;05.11.2022;00:00;05.11.2022;23:59
Forklift 107 T6;6 November Sunday;06.11.2022;00:00;06.11.2022;23:59
Forklift 107 T6;7 November Monday;07.11.2022;00:00;07.11.2022;23:59
Forklift 107 T6;8 November Tuesday;08.11.2022;00:00;08.11.2022;23:59
Forklift 107 T6;9 November Wednesday;09.11.2022;00:00;09.11.2022;23:59
Forklift 107 T6;10 November Thursday;10.11.2022;00:00;10.11.2022;23:59
Forklift 107 T6;11 November Friday;11.11.2022;00:01;11.11.2022;23:59
Forklift 107 T6;12 November Saturday;12.11.2022;00:00;12.11.2022;23:59
Forklift 107 T6;13 November Sunday;13.11.2022;00:00;13.11.2022;23:59
Forklift 107 T6;14 November Monday;14.11.2022;00:01;14.11.2022;19:01
Forklift 107 T6;15 November Tuesday;15.11.2022;08:30;15.11.2022;23:55
Forklift 107 T6;16 November Wednesday;16.11.2022;00:01;16.11.2022;23:59
Forklift 107 T6;17 November Thursday;17.11.2022;00:00;17.11.2022;23:59
Forklift 107 T6;18 November Friday;18.11.2022;00:00;18.11.2022;23:59
Forklift 107 T6;19 November Saturday;19.11.2022;00:10;19.11.2022;23:53
Forklift 107 T6;20 November Sunday;20.11.2022;00:09;20.11.2022;23:51
Forklift 107 T6;21 November Monday;21.11.2022;00:21;21.11.2022;23:57
Forklift 107 T6;22 November Tuesday;22.11.2022;00:01;22.11.2022;23:59
Forklift 107 T6;23 November Wednesday;23.11.2022;00:00;23.11.2022;23:59
Forklift 107 T6;24 November Thursday;24.11.2022;00:00;24.11.2022;23:59
Forklift 107 T6;25 November Friday;25.11.2022;00:00;25.11.2022;23:59
Forklift 107 T6;26 November Saturday;26.11.2022;00:00;26.11.2022;23:59
Forklift 107 T6;27 November Sunday;27.11.2022;00:00;27.11.2022;23:59
Forklift 107 T6;28 November Monday;28.11.2022;00:00;28.11.2022;23:58
Forklift 107 T6;29 November Tuesday;29.11.2022;00:03;29.11.2022;23:56
Forklift 107 T6;30 November Wednesday;30.11.2022;00:01;30.11.2022;23:59
Forklift 185 T3;1 November Tuesday;01.11.2022;00:00;01.11.2022;23:57
Forklift 185 T3;2 November Wednesday;02.11.2022;00:08;02.11.2022;23:58
Forklift 185 T3;3 November Thursday;03.11.2022;00:00;03.11.2022;23:59
Forklift 185 T3;4 November Friday;04.11.2022;00:00;04.11.2022;23:56
Forklift 185 T3;5 November Saturday;05.11.2022;00:02;05.11.2022;23:53
Forklift 185 T3;6 November Sunday;06.11.2022;00:17;06.11.2022;23:56
Forklift 185 T3;7 November Monday;07.11.2022;00:01;07.11.2022;23:59
Forklift 185 T3;8 November Tuesday;08.11.2022;00:00;08.11.2022;23:56
Forklift 185 T3;9 November Wednesday;09.11.2022;00:23;09.11.2022;23:59
Forklift 185 T3;10 November Thursday;10.11.2022;00:01;10.11.2022;23:59
Forklift 185 T3;11 November Friday;11.11.2022;00:00;11.11.2022;23:58
Forklift 185 T3;12 November Saturday;12.11.2022;00:00;12.11.2022;23:59
Forklift 185 T3;13 November Sunday;13.11.2022;00:00;13.11.2022;23:59
Forklift 185 T3;14 November Monday;14.11.2022;00:00;14.11.2022;23:59
Forklift 185 T3;15 November Tuesday;15.11.2022;00:02;15.11.2022;23:59
Forklift 185 T3;16 November Wednesday;16.11.2022;00:00;16.11.2022;23:57
